"","Symbol","Description","NED1","NED2","NED3","NED4","DS1","DS2","DS3","DS4","Biotypes","EntrezID"
"2706","ATP5PB","ATP synthase peripheral stalk-membrane subunit b [Source:HGNC Symbol;Acc:HGNC:840]",249,178,1164,178,209,157,203,461,"protein_coding",515
"2707","RAP1A","RAP1A, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9855]",807,598,2795,852,662,511,787,1003,"protein_coding",5906
"2708","HDAC1","histone deacetylase 1 [Source:HGNC Symbol;Acc:HGNC:4852]",404,360,1476,265,207,207,217,537,"protein_coding",3065
"2709","CAPZA1","capping actin protein of muscle Z-line subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:1488]",1308,809,5875,1314,1212,879,1541,1878,"protein_coding",829
"2710","S100PBP","S100P binding protein [Source:HGNC Symbol;Acc:HGNC:25768]",67,46,545,135,141,79,124,156,"protein_coding",64766
"2711","RNF19B","ring finger protein 19B [Source:HGNC Symbol;Acc:HGNC:26886]",885,138,2663,1071,813,703,855,667,"protein_coding",127544
"2712","SCAMP3","secretory carrier membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:10565]",162,153,779,226,134,123,208,327,"protein_coding",10067
"2713","TRIM62","tripartite motif containing 62 [Source:HGNC Symbol;Acc:HGNC:25574]",78,65,400,183,96,101,141,107,"protein_coding",55223
"2714","ASH1L","ASH1 like histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:19088]",181,106,1291,256,331,179,251,232,"protein_coding",55870
"2715","SFPQ","splicing factor proline and glutamine rich [Source:HGNC Symbol;Acc:HGNC:10774]",319,382,1472,406,234,163,209,497,"protein_coding",6421
"2716","RHOU","ras homolog family member U [Source:HGNC Symbol;Acc:HGNC:17794]",102,38,215,96,50,43,75,106,"protein_coding",58480
"2717","GON4L","gon-4 like [Source:HGNC Symbol;Acc:HGNC:25973]",58,23,382,67,50,25,75,80,"protein_coding",54856
"2718","ARHGEF2","Rho/Rac guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:682]",509,217,1408,473,608,417,595,355,"protein_coding",9181
"2719","LAMTOR2","late endosomal/lysosomal adaptor, MAPK and MTOR activator 2 [Source:HGNC Symbol;Acc:HGNC:29796]",245,265,853,98,140,168,112,339,"protein_coding",28956
"2720","MEF2D","myocyte enhancer factor 2D [Source:HGNC Symbol;Acc:HGNC:6997]",548,152,1134,528,388,365,478,344,"protein_coding",4209
"2721","SRM","spermidine synthase [Source:HGNC Symbol;Acc:HGNC:11296]",213,177,554,164,137,119,283,175,"protein_coding",6723
"2722","FBXO6","F-box protein 6 [Source:HGNC Symbol;Acc:HGNC:13585]",48,23,104,25,46,69,60,49,"protein_coding",26270
"2723","C1orf21","chromosome 1 open reading frame 21 [Source:HGNC Symbol;Acc:HGNC:15494]",68,54,308,108,67,15,39,204,"protein_coding",81563
"2724","SWT1","SWT1 RNA endoribonuclease homolog [Source:HGNC Symbol;Acc:HGNC:16785]",41,35,89,33,61,27,15,51,"protein_coding",54823
"2725","MAD2L2","mitotic arrest deficient 2 like 2 [Source:HGNC Symbol;Acc:HGNC:6764]",80,26,187,26,78,39,80,86,"protein_coding",10459
"2726","DNAJC6","DnaJ heat shock protein family (Hsp40) member C6 [Source:HGNC Symbol;Acc:HGNC:15469]",118,93,149,66,166,20,26,48,"protein_coding",9829
"2727","LEPR","leptin receptor [Source:HGNC Symbol;Acc:HGNC:6554]",40,10,201,14,27,21,35,93,"protein_coding",3953
"2728","IVNS1ABP","influenza virus NS1A binding protein [Source:HGNC Symbol;Acc:HGNC:16951]",636,272,2885,692,793,366,606,672,"protein_coding",10625
"2729","KIAA2013","KIAA2013 [Source:HGNC Symbol;Acc:HGNC:28513]",511,226,1574,515,469,394,457,404,"protein_coding",90231
"2730","MFN2","mitofusin 2 [Source:HGNC Symbol;Acc:HGNC:16877]",465,572,1359,427,424,399,462,704,"protein_coding",9927
"2731","MIIP","migration and invasion inhibitory protein [Source:HGNC Symbol;Acc:HGNC:25715]",411,303,651,217,311,311,382,322,"protein_coding",60672
"2732","SMG7","SMG7 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:16792]",646,360,2492,616,682,461,715,419,"protein_coding",9887
"2733","NCF2","neutrophil cytosolic factor 2 [Source:HGNC Symbol;Acc:HGNC:7661]",5087,629,15742,3831,4694,4287,4748,4341,"protein_coding",4688
"2734","SLC35D1","solute carrier family 35 member D1 [Source:HGNC Symbol;Acc:HGNC:20800]",91,65,330,88,49,37,121,112,"protein_coding",23169
"2735","PLA2G4A","phospholipase A2 group IVA [Source:HGNC Symbol;Acc:HGNC:9035]",15,9,47,9,6,12,13,20,"protein_coding",5321
"2736","GADD45A","growth arrest and DNA damage inducible alpha [Source:HGNC Symbol;Acc:HGNC:4095]",58,55,96,23,48,22,32,27,"protein_coding",1647
"2737","WLS","Wnt ligand secretion mediator [Source:HGNC Symbol;Acc:HGNC:30238]",290,25,2126,267,113,106,248,219,"protein_coding",79971
"2738","PRDM2","PR/SET domain 2 [Source:HGNC Symbol;Acc:HGNC:9347]",90,46,351,68,85,61,67,68,"protein_coding",7799
"2739","RGS2","regulator of G protein signaling 2 [Source:HGNC Symbol;Acc:HGNC:9998]",2415,403,10847,1779,1935,2135,2424,2415,"protein_coding",5997
"2740","UCHL5","ubiquitin C-terminal hydrolase L5 [Source:HGNC Symbol;Acc:HGNC:19678]",22,32,89,13,15,3,8,47,"protein_coding",51377
"2741","BCAS2","BCAS2 pre-mRNA processing factor [Source:HGNC Symbol;Acc:HGNC:975]",85,139,328,70,59,46,56,242,"protein_coding",10286
"2742","SRSF11","serine and arginine rich splicing factor 11 [Source:HGNC Symbol;Acc:HGNC:10782]",104,177,1209,214,75,76,299,328,"protein_coding",9295
"2743","AGMAT","agmatinase [Source:HGNC Symbol;Acc:HGNC:18407]",14,31,177,14,12,19,60,18,"protein_coding",79814
"2744","CRYZ","crystallin zeta [Source:HGNC Symbol;Acc:HGNC:2419]",49,25,238,21,21,14,34,63,"protein_coding",1429
"2745","PHTF1","putative homeodomain transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:8939]",12,8,93,12,30,3,10,57,"protein_coding",10745
"2746","ZBTB17","zinc finger and BTB domain containing 17 [Source:HGNC Symbol;Acc:HGNC:12936]",101,56,394,85,96,55,46,115,"protein_coding",7709
"2747","CD58","CD58 molecule [Source:HGNC Symbol;Acc:HGNC:1688]",214,74,1225,299,312,192,332,264,"protein_coding",965
"2748","TFAP2E","transcription factor AP-2 epsilon [Source:HGNC Symbol;Acc:HGNC:30774]",21,16,67,16,23,14,23,30,"protein_coding",339488
"2749","CD2","CD2 molecule [Source:HGNC Symbol;Acc:HGNC:1639]",268,479,2669,430,311,180,470,754,"protein_coding",914
"2750","TTF2","transcription termination factor 2 [Source:HGNC Symbol;Acc:HGNC:12398]",18,19,201,22,17,11,57,63,"protein_coding",8458
"2751","TMEM9","transmembrane protein 9 [Source:HGNC Symbol;Acc:HGNC:18823]",136,62,243,91,97,55,93,48,"protein_coding",252839
"2752","ADPRS","ADP-ribosylserine hydrolase [Source:HGNC Symbol;Acc:HGNC:21304]",100,15,170,57,36,58,61,66,"protein_coding",54936
"2753","MAP7D1","MAP7 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25514]",268,121,509,290,172,189,233,217,"protein_coding",55700
"2754","WARS2","tryptophanyl tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12730]",13,1,45,14,16,15,13,8,"protein_coding",10352
"2755","MRPS15","mitochondrial ribosomal protein S15 [Source:HGNC Symbol;Acc:HGNC:14504]",147,144,532,79,75,88,111,312,"protein_coding",64960
"2756","EXOC8","exocyst complex component 8 [Source:HGNC Symbol;Acc:HGNC:24659]",171,58,382,89,104,97,90,157,"protein_coding",149371
"2757","GNPAT","glyceronephosphate O-acyltransferase [Source:HGNC Symbol;Acc:HGNC:4416]",26,12,142,29,30,7,27,31,"protein_coding",8443
"2758","TSNAX","translin associated factor X [Source:HGNC Symbol;Acc:HGNC:12380]",8,12,56,16,6,8,32,18,"protein_coding",7257
"2759","C1orf109","chromosome 1 open reading frame 109 [Source:HGNC Symbol;Acc:HGNC:26039]",32,46,495,100,37,22,133,43,"protein_coding",54955
"2760","NID1","nidogen 1 [Source:HGNC Symbol;Acc:HGNC:7821]",30,16,130,32,22,32,85,31,"protein_coding",4811
"2761","HPCAL4","hippocalcin like 4 [Source:HGNC Symbol;Acc:HGNC:18212]",14,25,44,16,11,11,1,9,"protein_coding",51440
"2762","MTR","5-methyltetrahydrofolate-homocysteine methyltransferase [Source:HGNC Symbol;Acc:HGNC:7468]",140,128,788,158,134,103,176,189,"protein_coding",4548
"2763","SIPA1L2","signal induced proliferation associated 1 like 2 [Source:HGNC Symbol;Acc:HGNC:23800]",64,7,225,42,164,87,118,40,"protein_coding",57568
"2764","RLF","RLF zinc finger [Source:HGNC Symbol;Acc:HGNC:10025]",74,36,509,124,95,58,72,90,"protein_coding",6018
"2765","KMO","kynurenine 3-monooxygenase [Source:HGNC Symbol;Acc:HGNC:6381]",17,10,120,21,15,11,70,49,"protein_coding",8564
"2766","ZNF684","zinc finger protein 684 [Source:HGNC Symbol;Acc:HGNC:28418]",7,17,93,6,3,4,22,26,"protein_coding",127396
"2767","AKT3","AKT serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:393]",210,464,1692,483,131,124,293,677,"protein_coding",10000
"2768","ACADM","acyl-CoA dehydrogenase medium chain [Source:HGNC Symbol;Acc:HGNC:89]",3,15,74,4,1,9,21,18,"protein_coding",34
"2769","SLAMF1","signaling lymphocytic activation molecule family member 1 [Source:HGNC Symbol;Acc:HGNC:10903]",51,60,212,31,26,41,45,52,"protein_coding",6504
"2770","CD48","CD48 molecule [Source:HGNC Symbol;Acc:HGNC:1683]",291,289,1161,126,143,174,215,369,"protein_coding",962
"2771","PADI2","peptidyl arginine deiminase 2 [Source:HGNC Symbol;Acc:HGNC:18341]",1145,146,2796,1504,1521,1197,586,456,"protein_coding",11240
"2772","SDHB","succinate dehydrogenase complex iron sulfur subunit B [Source:HGNC Symbol;Acc:HGNC:10681]",44,22,265,45,40,33,57,70,"protein_coding",6390
"2773","RPF1","ribosome production factor 1 homolog [Source:HGNC Symbol;Acc:HGNC:30350]",196,172,790,109,103,111,149,386,"protein_coding",80135
"2774","KDM5B","lysine demethylase 5B [Source:HGNC Symbol;Acc:HGNC:18039]",100,51,792,166,141,107,127,118,"protein_coding",10765
"2775","UAP1","UDP-N-acetylglucosamine pyrophosphorylase 1 [Source:HGNC Symbol;Acc:HGNC:12457]",51,46,272,34,51,43,38,64,"protein_coding",6675
"2776","CTBS","chitobiase [Source:HGNC Symbol;Acc:HGNC:2496]",467,90,1920,610,677,466,517,355,"protein_coding",1486
"2777","KLHL12","kelch like family member 12 [Source:HGNC Symbol;Acc:HGNC:19360]",56,37,301,33,42,25,39,75,"protein_coding",59349
"2778","SSX2IP","SSX family member 2 interacting protein [Source:HGNC Symbol;Acc:HGNC:16509]",30,43,93,9,13,5,19,52,"protein_coding",117178
"2779","ZNHIT6","zinc finger HIT-type containing 6 [Source:HGNC Symbol;Acc:HGNC:26089]",7,11,70,16,1,5,28,30,"protein_coding",54680
"2780","GBP3","guanylate binding protein 3 [Source:HGNC Symbol;Acc:HGNC:4184]",16,39,157,40,0,7,3,58,"protein_coding",2635
"2781","GBP1","guanylate binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4182]",407,417,1827,161,357,599,418,631,"protein_coding",2633
"2782","GPR89A","G protein-coupled receptor 89A [Source:HGNC Symbol;Acc:HGNC:31984]",14,33,31,12,3,4,1,41,"protein_coding",653519
"2783","RAB29","RAB29, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9789]",174,123,657,213,127,96,276,297,"protein_coding",8934
"2784","CD160","CD160 molecule [Source:HGNC Symbol;Acc:HGNC:17013]",71,33,88,65,63,20,36,69,"protein_coding",11126
"2785","ECE1","endothelin converting enzyme 1 [Source:HGNC Symbol;Acc:HGNC:3146]",1222,487,3384,1373,1166,837,930,693,"protein_coding",1889
"2786","HMGCL","3-hydroxy-3-methylglutaryl-CoA lyase [Source:HGNC Symbol;Acc:HGNC:5005]",197,93,591,91,107,148,226,135,"protein_coding",3155
"2787","CR2","complement C3d receptor 2 [Source:HGNC Symbol;Acc:HGNC:2336]",34,18,138,35,18,17,65,27,"protein_coding",1380
"2788","CD46","CD46 molecule [Source:HGNC Symbol;Acc:HGNC:6953]",22,3,34,38,19,21,23,6,"protein_coding",4179
"2789","APH1A","aph-1 homolog A, gamma-secretase subunit [Source:HGNC Symbol;Acc:HGNC:29509]",398,146,1500,274,353,310,494,397,"protein_coding",51107
"2790","P3H1","prolyl 3-hydroxylase 1 [Source:HGNC Symbol;Acc:HGNC:19316]",61,32,290,68,71,42,81,82,"protein_coding",64175
"2791","SLC2A1","solute carrier family 2 member 1 [Source:HGNC Symbol;Acc:HGNC:11005]",2038,2114,3626,1310,2130,758,719,953,"protein_coding",6513
"2792","EBNA1BP2","EBNA1 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15531]",90,135,312,20,6,17,70,163,"protein_coding",10969
"2793","MPL","MPL proto-oncogene, thrombopoietin receptor [Source:HGNC Symbol;Acc:HGNC:7217]",100,43,149,39,55,46,83,46,"protein_coding",4352
"2794","IPO13","importin 13 [Source:HGNC Symbol;Acc:HGNC:16853]",104,65,408,76,52,84,126,99,"protein_coding",9670
"2795","ATP6V0B","ATPase H+ transporting V0 subunit b [Source:HGNC Symbol;Acc:HGNC:861]",303,53,503,381,330,288,302,159,"protein_coding",533
"2796","ERI3","ERI1 exoribonuclease family member 3 [Source:HGNC Symbol;Acc:HGNC:17276]",30,20,178,29,16,30,54,42,"protein_coding",79033
"2797","AKR1A1","aldo-keto reductase family 1 member A1 [Source:HGNC Symbol;Acc:HGNC:380]",85,38,383,23,43,49,64,115,"protein_coding",10327
"2798","BLZF1","basic leucine zipper nuclear factor 1 [Source:HGNC Symbol;Acc:HGNC:1065]",69,112,501,192,58,34,63,157,"protein_coding",8548
"2799","NSUN4","NOP2/Sun RNA methyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:31802]",42,31,161,51,68,40,75,67,"protein_coding",387338
"2800","DR1","down-regulator of transcription 1 [Source:HGNC Symbol;Acc:HGNC:3017]",190,146,1131,336,203,131,228,370,"protein_coding",1810
"2801","PRRC2C","proline rich coiled-coil 2C [Source:HGNC Symbol;Acc:HGNC:24903]",1072,480,4716,1504,1325,790,1628,1426,"protein_coding",23215
"2802","ABCD3","ATP binding cassette subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:67]",35,47,267,31,18,22,62,89,"protein_coding",5825
"2803","VAMP4","vesicle associated membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:12645]",124,89,436,91,111,86,169,84,"protein_coding",8674
"2804","DPH5","diphthamide biosynthesis 5 [Source:HGNC Symbol;Acc:HGNC:24270]",10,45,116,5,24,10,19,54,"protein_coding",51611
"2805","FASLG","Fas ligand [Source:HGNC Symbol;Acc:HGNC:11936]",158,37,409,145,130,41,89,154,"protein_coding",356
"2806","PTBP2","polypyrimidine tract binding protein 2 [Source:HGNC Symbol;Acc:HGNC:17662]",29,28,170,58,38,17,22,60,"protein_coding",58155
"2807","TNFSF4","TNF superfamily member 4 [Source:HGNC Symbol;Acc:HGNC:11934]",13,12,144,15,28,9,7,20,"protein_coding",7292
"2808","PRDX6","peroxiredoxin 6 [Source:HGNC Symbol;Acc:HGNC:16753]",6012,6297,5233,2411,5513,1386,1288,2254,"protein_coding",9588
"2809","DARS2","aspartyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:25538]",19,17,111,24,22,7,94,36,"protein_coding",55157
"2810","UTP25","UTP25 small subunit processor component [Source:HGNC Symbol;Acc:HGNC:28440]",70,47,464,45,27,41,103,99,"protein_coding",27042
"2811","RCAN3","RCAN family member 3 [Source:HGNC Symbol;Acc:HGNC:3042]",462,940,1778,822,237,382,651,510,"protein_coding",11123
"2812","SYF2","SYF2 pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:19824]",164,309,481,58,30,58,105,635,"protein_coding",25949
"2813","RSRP1","arginine and serine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:25234]",107,72,638,105,111,79,155,104,"protein_coding",57035
"2814","RCOR3","REST corepressor 3 [Source:HGNC Symbol;Acc:HGNC:25594]",167,69,319,134,109,77,114,155,"protein_coding",55758
"2815","MTFR1L","mitochondrial fission regulator 1 like [Source:HGNC Symbol;Acc:HGNC:28836]",299,91,799,205,163,228,333,222,"protein_coding",56181
"2816","MAN1C1","mannosidase alpha class 1C member 1 [Source:HGNC Symbol;Acc:HGNC:19080]",9,18,74,13,20,7,15,27,"protein_coding",57134
"2817","RPS6KA1","ribosomal protein S6 kinase A1 [Source:HGNC Symbol;Acc:HGNC:10430]",1215,377,3584,1094,1180,1058,991,1013,"protein_coding",6195
"2818","DHDDS","dehydrodolichyl diphosphate synthase subunit [Source:HGNC Symbol;Acc:HGNC:20603]",268,610,904,216,182,145,248,415,"protein_coding",79947
"2819","NENF","neudesin neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:30384]",27,38,132,12,12,24,14,75,"protein_coding",29937
"2820","NSL1","NSL1 component of MIS12 kinetochore complex [Source:HGNC Symbol;Acc:HGNC:24548]",100,83,544,218,95,87,237,183,"protein_coding",25936
"2821","ARID1A","AT-rich interaction domain 1A [Source:HGNC Symbol;Acc:HGNC:11110]",969,420,3060,927,770,768,881,598,"protein_coding",8289
"2822","RPA2","replication protein A2 [Source:HGNC Symbol;Acc:HGNC:10290]",193,84,758,161,176,139,206,245,"protein_coding",6118
"2823","PPP1R8","protein phosphatase 1 regulatory subunit 8 [Source:HGNC Symbol;Acc:HGNC:9296]",33,46,177,7,27,22,24,41,"protein_coding",5511
"2824","STX12","syntaxin 12 [Source:HGNC Symbol;Acc:HGNC:11430]",29,11,102,34,15,28,24,14,"protein_coding",23673
"2825","OSBPL9","oxysterol binding protein like 9 [Source:HGNC Symbol;Acc:HGNC:16386]",99,82,847,130,61,30,91,216,"protein_coding",114883
"2826","ESYT2","extended synaptotagmin 2 [Source:HGNC Symbol;Acc:HGNC:22211]",372,403,2117,428,309,266,438,586,"protein_coding",57488
"2827","MESD","mesoderm development LRP chaperone [Source:HGNC Symbol;Acc:HGNC:13520]",65,115,539,117,76,37,65,223,"protein_coding",23184
"2828","RCN2","reticulocalbin 2 [Source:HGNC Symbol;Acc:HGNC:9935]",40,80,240,48,18,26,58,107,"protein_coding",5955
"2829","STAG1","stromal antigen 1 [Source:HGNC Symbol;Acc:HGNC:11354]",91,53,636,128,78,50,191,140,"protein_coding",10274
"2830","STK11","serine/threonine kinase 11 [Source:HGNC Symbol;Acc:HGNC:11389]",493,634,696,355,458,149,189,209,"protein_coding",6794
"2831","IFT46","intraflagellar transport 46 [Source:HGNC Symbol;Acc:HGNC:26146]",35,28,199,44,19,11,41,54,"protein_coding",56912
"2832","KPTN","kaptin, actin binding protein [Source:HGNC Symbol;Acc:HGNC:6404]",23,12,95,6,71,14,45,23,"protein_coding",11133
"2833","RPS25","ribosomal protein S25 [Source:HGNC Symbol;Acc:HGNC:10413]",2077,4667,8361,1219,655,812,1133,5299,"protein_coding",6230
"2834","DDX59","DEAD-box helicase 59 [Source:HGNC Symbol;Acc:HGNC:25360]",154,63,571,114,110,67,72,139,"protein_coding",83479
"2835","ATF6","activating transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:791]",514,263,2894,803,643,453,419,464,"protein_coding",22926
"2836","MREG","melanoregulin [Source:HGNC Symbol;Acc:HGNC:25478]",17,9,93,8,6,6,11,39,"protein_coding",55686
"2837","FASTKD2","FAST kinase domains 2 [Source:HGNC Symbol;Acc:HGNC:29160]",30,28,156,53,12,8,21,41,"protein_coding",22868
"2838","NRP2","neuropilin 2 [Source:HGNC Symbol;Acc:HGNC:8005]",5,0,49,63,18,3,13,2,"protein_coding",8828
"2839","CREB1","cAMP responsive element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2345]",544,261,2344,425,358,320,580,501,"protein_coding",1385
"2840","KLF7","Kruppel like factor 7 [Source:HGNC Symbol;Acc:HGNC:6350]",147,46,980,220,260,101,116,127,"protein_coding",8609
"2841","B4GALT6","beta-1,4-galactosyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:929]",8,4,57,10,6,13,20,8,"protein_coding",9331
"2842","IRAG2","inositol 1,4,5-triphosphate receptor associated 2 [Source:HGNC Symbol;Acc:HGNC:6690]",660,166,2306,672,528,371,732,698,"protein_coding",4033
"2843","USP35","ubiquitin specific peptidase 35 [Source:HGNC Symbol;Acc:HGNC:20061]",41,21,131,22,28,18,46,40,"protein_coding",57558
"2844","CASP8AP2","caspase 8 associated protein 2 [Source:HGNC Symbol;Acc:HGNC:1510]",20,29,165,40,21,21,62,65,"protein_coding",9994
"2845","HMGN3","high mobility group nucleosomal binding domain 3 [Source:HGNC Symbol;Acc:HGNC:12312]",20,25,190,18,31,13,34,62,"protein_coding",9324
"2846","UBE3D","ubiquitin protein ligase E3D [Source:HGNC Symbol;Acc:HGNC:21381]",24,28,115,28,26,13,170,30,"protein_coding",90025
"2847","ANKRD13C","ankyrin repeat domain 13C [Source:HGNC Symbol;Acc:HGNC:25374]",204,171,845,243,155,77,242,254,"protein_coding",81573
"2848","PHF3","PHD finger protein 3 [Source:HGNC Symbol;Acc:HGNC:8921]",101,103,1006,158,105,73,172,308,"protein_coding",23469
"2849","PLAGL1","PLAG1 like zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:9046]",88,5,180,92,67,51,97,43,"protein_coding",5325
"2850","FBXO30","F-box protein 30 [Source:HGNC Symbol;Acc:HGNC:15600]",98,52,358,51,89,51,57,76,"protein_coding",84085
"2851","TNFAIP3","TNF alpha induced protein 3 [Source:HGNC Symbol;Acc:HGNC:11896]",111,67,559,108,121,52,132,238,"protein_coding",7128
"2852","AKAP7","A-kinase anchoring protein 7 [Source:HGNC Symbol;Acc:HGNC:377]",40,35,144,34,19,25,19,73,"protein_coding",9465
"2853","RAB32","RAB32, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9772]",262,76,993,174,247,179,295,176,"protein_coding",10981
"2854","SGK1","serum/glucocorticoid regulated kinase 1 [Source:HGNC Symbol;Acc:HGNC:10810]",21,5,56,39,1,23,70,24,"protein_coding",6446
"2855","RNF146","ring finger protein 146 [Source:HGNC Symbol;Acc:HGNC:21336]",120,57,658,79,78,107,51,276,"protein_coding",81847
"2856","ARG1","arginase 1 [Source:HGNC Symbol;Acc:HGNC:663]",20,42,110,23,23,4,3,53,"protein_coding",383
"2857","FBXL5","F-box and leucine rich repeat protein 5 [Source:HGNC Symbol;Acc:HGNC:13602]",777,215,5086,1060,1524,731,1176,1002,"protein_coding",26234
"2858","MED28","mediator complex subunit 28 [Source:HGNC Symbol;Acc:HGNC:24628]",59,49,285,85,50,50,113,49,"protein_coding",80306
"2859","ZNF430","zinc finger protein 430 [Source:HGNC Symbol;Acc:HGNC:20808]",463,566,1712,442,177,222,419,495,"protein_coding",80264
"2860","VAMP8","vesicle associated membrane protein 8 [Source:HGNC Symbol;Acc:HGNC:12647]",161,386,615,54,22,58,34,595,"protein_coding",8673
"2861","DCLRE1B","DNA cross-link repair 1B [Source:HGNC Symbol;Acc:HGNC:17641]",85,25,242,51,76,76,73,71,"protein_coding",64858
"2862","MYL12B","myosin light chain 12B [Source:HGNC Symbol;Acc:HGNC:29827]",3184,2036,9956,1521,1608,2276,1892,3121,"protein_coding",103910
"2863","FOXO3","forkhead box O3 [Source:HGNC Symbol;Acc:HGNC:3821]",8034,5504,10078,5259,8657,2458,2328,3368,"protein_coding",2309
"2864","ARMC2","armadillo repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:23045]",9,7,101,21,6,11,11,10,"protein_coding",84071
"2865","RPN2","ribophorin II [Source:HGNC Symbol;Acc:HGNC:10382]",313,188,1230,182,311,330,336,313,"protein_coding",6185
"2866","PKD2","polycystin 2, transient receptor potential cation channel [Source:HGNC Symbol;Acc:HGNC:9009]",18,19,71,35,8,3,27,42,"protein_coding",5311
"2867","ABCG2","ATP binding cassette subfamily G member 2 (Junior blood group) [Source:HGNC Symbol;Acc:HGNC:74]",27,59,100,56,60,6,4,18,"protein_coding",9429
"2868","CCNI","cyclin I [Source:HGNC Symbol;Acc:HGNC:1595]",6203,3932,17029,6107,7781,2740,3158,3025,"protein_coding",10983
"2869","MFSD1","major facilitator superfamily domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25874]",662,201,1554,399,414,305,494,499,"protein_coding",64747
"2870","RAB3GAP2","RAB3 GTPase activating non-catalytic protein subunit 2 [Source:HGNC Symbol;Acc:HGNC:17168]",41,26,316,43,60,26,103,88,"protein_coding",25782
"2871","EEF2KMT","eukaryotic elongation factor 2 lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:32221]",36,46,192,40,50,19,78,58,"protein_coding",196483
"2872","UBN1","ubinuclein 1 [Source:HGNC Symbol;Acc:HGNC:12506]",411,113,1113,261,333,399,313,213,"protein_coding",29855
"2873","KLF12","Kruppel like factor 12 [Source:HGNC Symbol;Acc:HGNC:6346]",170,158,1145,225,132,73,228,243,"protein_coding",11278
"2874","HS1BP3","HCLS1 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:24979]",247,77,687,160,210,185,272,167,"protein_coding",64342
"2875","LDAH","lipid droplet associated hydrolase [Source:HGNC Symbol;Acc:HGNC:26145]",59,31,282,68,59,26,42,65,"protein_coding",60526
"2876","WDR35","WD repeat domain 35 [Source:HGNC Symbol;Acc:HGNC:29250]",33,68,155,27,9,17,48,36,"protein_coding",57539
"2877","ELL2","elongation factor for RNA polymerase II 2 [Source:HGNC Symbol;Acc:HGNC:17064]",294,354,663,219,242,165,128,107,"protein_coding",22936
"2878","CYP20A1","cytochrome P450 family 20 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:20576]",191,262,741,189,108,109,142,286,"protein_coding",57404
"2879","NDUFB3","NADH:ubiquinone oxidoreductase subunit B3 [Source:HGNC Symbol;Acc:HGNC:7698]",14,0,109,14,11,22,2,17,"protein_coding",4709
"2880","GTF3C3","general transcription factor IIIC subunit 3 [Source:HGNC Symbol;Acc:HGNC:4666]",56,52,368,92,36,59,68,76,"protein_coding",9330
"2881","UBE2B","ubiquitin conjugating enzyme E2 B [Source:HGNC Symbol;Acc:HGNC:12473]",2502,1229,4989,2731,1616,1172,1381,1407,"protein_coding",7320
"2882","TRPM6","transient receptor potential cation channel subfamily M member 6 [Source:HGNC Symbol;Acc:HGNC:17995]",39,4,243,78,142,48,152,36,"protein_coding",140803
"2883","KLF9","Kruppel like factor 9 [Source:HGNC Symbol;Acc:HGNC:1123]",116,88,471,70,71,69,105,104,"protein_coding",687
"2884","ITGB1BP1","integrin subunit beta 1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:23927]",52,52,344,58,35,43,49,103,"protein_coding",9270
"2885","CPSF3","cleavage and polyadenylation specific factor 3 [Source:HGNC Symbol;Acc:HGNC:2326]",47,28,182,25,39,25,28,55,"protein_coding",51692
"2886","SENP5","SUMO specific peptidase 5 [Source:HGNC Symbol;Acc:HGNC:28407]",237,116,1430,394,311,134,314,257,"protein_coding",205564
"2887","CCDC92","coiled-coil domain containing 92 [Source:HGNC Symbol;Acc:HGNC:29563]",53,46,198,61,49,20,31,60,"protein_coding",80212
"2888","C1orf198","chromosome 1 open reading frame 198 [Source:HGNC Symbol;Acc:HGNC:25900]",60,48,260,102,32,23,73,72,"protein_coding",84886
